ID,EulerNumber,Perimeter,Area,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
1,-331.5,685.7817447185516,3279.5,1.3153040296702176,0.6882869023000111,1.4697633711968288,0.11830686837142353,0.04855129027548416,0.09762103177524141,0.008748123898364504
1,-256.0,531.0538232326508,2468.0,0.9954461695971659,0.24761624972270135,0.9193570020844694,0.06435166531677837,0.01559844460665444,0.03200949925730011,-0.0012988845606596404
1,-272.0,569.6812391281128,2770.0,0.9556608303926113,0.3141468147134534,0.39497407807452406,0.007400141564551967,9.038239765958185e-05,0.0023945169355568913,0.00038973476081634144
1,-256.5,537.4385986328125,2548.5,0.9736532763125062,0.3080797840935111,0.661610723595035,0.03492647849117913,-0.0003399112234526918,0.002576980452147469,0.005298361421901891
1,-272.0,563.882249712944,2643.0,1.1813978488044032,0.6833115693582453,0.9537291702442482,0.12011420027436517,0.04026502729497983,0.0982823252978034,0.005610814490753818
1,-279.0,581.1959578990936,2798.0,0.9249284111147738,0.09334767796136526,0.7986884031384736,0.021577028135048755,0.0010909969876890778,0.00377567707516721,0.002614002938856741
1,-252.5,533.5807346105576,2591.5,0.9139068238537373,0.3273807945520243,0.4043951607782988,0.02143748994137301,0.0018401826102492523,0.011849039848483631,-0.0007731786416661788
1,-231.0,485.19595861434937,2402.0,0.7485296980046177,0.02374823413386612,0.46930391690784046,0.0031754149128525497,8.751601293249487e-05,0.0003455818371854901,8.583338969431314e-05
1,-243.5,512.2670257091522,2689.5,0.6862270800529131,0.010195181051661447,0.3924594096566781,0.016499248547568436,-0.00131103901120575,-0.0015256536025698422,-0.000209553277686313
1,-248.0,521.6812390089035,2518.0,0.9445806647487169,0.3367315726262451,0.48301920037729446,0.023729548064531914,0.0014845579955988463,0.0096702535769629,-0.002061587869787434
1,-222.5,474.4091616868973,2357.5,0.6392271287892306,0.02448711453942454,0.22908478091084175,0.0004665505512060714,-2.67816292633863e-06,-7.167203130891488e-05,4.011467343603485e-06
1,-263.5,552.2670255899429,2648.5,0.8403525624463734,0.03334215824176201,0.6242744908005506,0.004028242168057192,0.00018674465910774077,0.0006491109497386095,-7.702123407827814e-05
1,-235.5,490.46803629398346,2359.5,0.9004334352009575,0.26524259305739145,0.5593890215935102,0.033225304189870616,0.0037300058074786545,0.015475681614022933,-0.0025699000594951063
1,-218.0,450.911687374115,2297.0,0.6790147114749854,0.0015243504429049283,0.3947050374351363,0.0020816831843246957,-2.0879601013720286e-05,2.676253676787034e-05,-5.589801443395025e-05
1,-229.5,476.8111820220947,2182.5,0.9379937579238453,0.34675506937523976,0.5041991362588014,0.03227136640838895,0.0012014124476274679,0.008779036354398605,-0.003937270533852606
1,-219.0,457.88224971294403,2312.0,0.6771587506025856,0.07142396588766607,0.3438019076862877,0.037097122936939564,0.00346451384954886,0.009513206475306487,0.0023556823119529526
1,-217.0,456.3675309419632,2307.0,0.9191730343000156,0.4350278437393795,0.45918411162056744,0.06897961304689335,0.010458438585757537,0.03630972733427672,0.006429113997955205
1,-236.5,494.12488985061646,2371.5,0.9191600388891883,0.3580854687497841,0.39604374647050844,0.021839879786228242,0.0019049535959089416,0.012270112777458998,-0.0007048518515527084
1,-229.0,482.02438521385193,2471.0,0.7479217864572698,0.22228835787053342,0.19902341390927086,0.0065731320067041535,0.0002371428409671247,0.0030977380467641425,-1.690432704490852e-05
1,-219.0,466.1665208339691,2427.0,0.7607829766247804,0.2127355295473224,0.32864290829866677,0.040958322832961504,0.004657031707856803,0.01763230933152232,0.000945224974040696
