ID,EulerNumber,Perimeter,Area,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
4,-319.5,700.7178165912628,3492.5,0.5578795174137199,0.038167943494929725,0.003312992387688342,0.004428891014156689,1.691664615371602e-05,0.0005744143637010352,1.2793658847238205e-06
4,-352.5,779.1442244052887,4026.5,0.540840666710052,0.0008754997870927966,0.027627150208707846,0.009618478725442314,0.00014488084391540046,-9.890276653406738e-05,5.994742990757089e-05
4,-334.5,732.3746712207794,3632.5,0.6042954253182165,0.036798788801759616,0.027478464276214365,0.004712938007406586,2.7117323863997786e-05,-0.0005861191991357548,-4.627280347383745e-05
4,-288.0,630.6761866807938,3129.0,0.5107853603845421,0.016693965418612337,0.03703225315427881,0.002510391177335336,-1.0125530615836572e-05,-0.00018651568693102627,-2.198517181548166e-05
4,-300.5,666.0315248966217,3348.5,0.5342285683298643,0.018126345895573968,0.03817476723663514,0.003604713855852601,3.083050035389282e-05,0.00039005001833502964,-2.8940764035080328e-05
4,-270.5,597.7472559213638,2990.5,0.4554613703736401,0.0028169652486670347,0.04134479071745548,0.0014034737534287522,8.622434255619585e-06,7.443660307174021e-05,-6.32062698098823e-06
4,-301.0,653.362478852272,3205.0,0.5426467159044258,0.02923328811057073,0.0278396101537331,0.006671358686427571,6.217635448567738e-05,-6.401060757746992e-05,-6.633478058984189e-05
4,-321.0,706.6173133850098,3464.0,0.6041629762557822,0.044509323922926336,0.06765651956920928,0.017654337709548117,0.0004776695764344129,0.0031638889445835087,-0.0003796140619178989
4,-305.5,681.0020881891251,3434.5,0.5283730808181213,0.004454586589856438,0.1286744430509762,0.0004046543746611214,-2.454124390800367e-06,-5.9099011369895994e-06,-1.5821717216772885e-06
4,-290.5,642.7178190946579,3249.5,0.4915456050950988,0.01613533877659208,0.03445543879224282,0.002473104793322822,2.2696721173054682e-05,0.0002484677831467866,-2.456820944205528e-06
4,-263.0,587.303603887558,3010.0,0.4760743306319728,0.012898846434428327,0.04682413325591941,0.0006699118536741752,3.491259020404323e-06,3.9658974920807636e-05,1.374234200492168e-06
4,-331.0,737.3868639469147,3763.0,0.5591627319866137,0.03163090846990353,0.06467966784691458,0.006881480300416972,0.00013452395962854237,0.0011404106716695708,-5.4594207126215626e-05
4,-297.5,660.0315248966217,3346.5,0.520268668564452,0.019024406746010154,0.08452805998842493,0.0025507943062779174,3.745284618432704e-05,0.0002030944890929683,4.312050024593679e-07
4,-286.0,631.6467483043671,3184.0,0.47539453472422744,0.008161216150014746,0.05575438789624606,0.002990766272521695,2.51577868964909e-05,0.0002672035151029061,-2.930182262207591e-05
4,-313.0,697.2447316646576,3583.0,0.46778254226344357,0.0004405092501156046,0.0363903718128994,9.277609360855717e-05,-5.301754356023563e-09,4.280834676980403e-07,-1.703873034814835e-07
4,948.5,483.5218595266342,4568.5,0.2877027974132446,0.015500162779826165,0.00997910718156638,0.0019086938591124838,8.25938870336813e-06,0.00015652073619808828,-1.0830872504198513e-06
4,-271.0,598.3330409526825,2993.0,0.5239186539209965,0.08345530409641581,0.045576603903187234,0.007692477953420732,0.00014237885360943192,0.0018503978865480313,-2.178454155402681e-05
4,-292.0,642.818322300911,3212.0,0.5033705324429004,0.022767150322165284,0.033028451463043604,0.0006271557398926652,5.500881547115871e-07,-3.168336695235107e-05,2.800842071520368e-06
4,-265.5,582.7766904830933,2948.5,0.4695078441944432,0.018911908189538855,0.021761511317991943,0.0006687567167129259,2.4981886348074457e-06,5.61637786787038e-05,5.174384999861563e-07
4,-339.0,761.6711347103119,3965.0,0.5110047786123252,0.0015697032191228223,0.030713328660894854,0.0034933761402136864,1.4260346140308093e-05,0.00011022339159943339,-3.3256791577373834e-05
