ID,EulerNumber,Perimeter,Area,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
3,-261.5,608.600066781044,3173.5,0.8329506407924535,0.21438347574848288,0.08031957333577658,0.014930966233508966,0.00035868313717901635,-0.0030603221366406036,-0.00037242375165670284
3,-273.0,632.1564176082611,3283.0,0.6327288804064033,0.1003009932444324,0.017008489335282234,0.003932258857738634,2.4572111703248503e-05,0.0003678150399687968,2.0745639935511027e-05
3,-285.0,654.4995632171631,3426.0,0.6999736219361762,0.12478298895932127,0.023517884097579423,0.011175168283804519,0.00012306043957083796,-0.00025516539245666066,-0.00013295782064699514
3,-251.5,574.6589401960373,2949.5,0.8145059321292667,0.27577051276489317,0.08251434654860758,0.030133331073933595,0.0013932645800820746,0.0023215964283630095,-0.0005626171363810018
3,-278.0,631.3868639469147,3230.0,0.7851852086967026,0.18688174194998305,0.04217340138680769,0.010255241433707015,0.00014268514261939642,-0.0019792774552133286,-0.0001585143469728945
3,-264.0,605.872146487236,3152.0,0.7074851608684778,0.12138287985777216,0.04349642679697928,0.010496548116311736,0.00022032161748861384,-0.00033254729207554754,-4.196774873223799e-05
3,-253.5,581.1442235708237,3011.5,0.7421047266804559,0.060421963185952575,0.13878323849397023,0.01883713367979293,0.0007716490514307051,-0.0012163760535653248,-0.0005763697026029803
3,-256.0,585.7300099134445,2978.0,0.8476708984578294,0.19725135797481735,0.12578694553152392,0.02551834171213542,0.0005423369549706044,-0.006493746834535049,-0.0013401847067178224
3,-264.0,606.7005723714828,3135.0,0.700439452665931,0.07374096888760252,0.07505593465985143,0.008282184835432926,0.0001935931306991747,-0.0008696355751062097,-7.184674477140857e-05
3,-278.5,650.1980458498001,3437.5,0.734367586905003,0.053203079242697036,0.09967045319784318,0.0063500264668839585,3.627623243558978e-05,-0.0013090994150460424,-0.00015557879614971475
3,-268.0,618.0142797231674,3282.0,0.7482884222347481,0.13451392367201964,0.04879759633472802,0.011552262701021828,0.00027416683220490953,-0.0008253897633192768,-8.001685493306887e-06
3,-253.0,584.7005724906921,3083.0,0.7299678225495949,0.16352327977304815,0.044317078924897314,0.012644606916737475,0.0002509290516454111,-0.0008210625914834636,-0.00016318793636606652
3,-225.5,517.6883809566498,2677.5,0.6202870520921211,0.1118173208194861,0.026273442773335907,0.004930008197539065,5.490303254892104e-05,-0.0003308130257305704,-1.1568905717885892e-05
3,-264.0,605.872144818306,3157.0,0.8169261725477495,0.15100527136779876,0.10611975017887994,0.02100924486034589,0.000528600837335229,-0.003104755500044301,-0.0008394371197647792
3,-296.0,683.126978635788,3555.0,0.6802480780412988,0.06924298271259743,0.0518008870737865,0.0017144223422984749,1.3816541930450906e-05,-5.724416260340655e-05,8.374563002528104e-06
3,-255.0,590.3574259281158,3087.0,0.8329539686441195,0.29160292519894376,0.06581162631571001,0.013315637231386256,0.00037246862342076666,-0.0013287487688277303,-0.00012901454443653182
3,-258.5,591.1442230939865,3061.5,0.9079531959572756,0.3810256352220502,0.1303362819524587,0.03853251845104616,0.0016714681698724206,-0.004021042486618166,-0.002159376905052052
3,-253.5,578.6589407920837,2972.5,0.7813767518249827,0.10864335777818929,0.12583376453962195,0.016096080949667857,0.0005119425531011249,-0.0026004315603896802,-0.0005125144749479481
3,-244.0,550.9604572057724,2831.0,0.6733199599930901,0.11833548936547128,0.04121830924941837,0.009723317149529209,0.0001866612342427364,-0.00024332134399542948,-5.521197422287127e-05
3,-261.5,599.6295038461685,3168.5,0.7916579468853604,0.279909527645772,0.05145903578205199,0.010332208749087577,8.72743914022735e-05,-0.002928662294351823,-0.00022168225074596534
