ID,EulerNumber,Perimeter,Area,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
2,-214.0,530.4751770496368,3199.0,0.6957104084603687,0.19668025369568912,0.10155547209338822,0.02706283696701305,0.0012383540720224315,0.007759762030003957,0.0006923758079977911
2,-208.0,540.2741656303406,3164.0,0.7247185930066077,0.245887108645848,0.15975629724874965,0.029276135680196925,0.0018363313760103132,0.01023997275547631,0.0007978391046550267
2,-225.5,527.6295031309128,2802.5,0.8301858580620423,0.41669475165869524,0.06930419171928048,0.02078581562727698,0.0007608704984753907,0.012445380657136068,0.00020847871411399483
2,-215.0,493.1614681482315,2856.0,0.7074399074571593,0.2109949333176125,0.18540440051305013,0.045610141928513426,0.003976319804153982,0.01697984691212638,0.001334330913489291
2,-268.0,617.1858532428741,3215.0,0.8824990774411104,0.26608722198277684,0.5219953561965486,0.06059512533168949,0.010775783007493623,0.028858075163429666,0.00014810188939086248
2,-269.0,639.0681042671204,3392.0,0.8150150886493307,0.2751614236100408,0.16103647260353857,0.01772277197394247,0.0009461969866573135,0.009209208514580488,-3.386849874957793e-05
2,-262.5,614.0559102296829,3299.5,0.826652378823359,0.2714699063011401,0.25281599049379516,0.030485874208855922,0.002296877920975804,0.011565776215202796,0.0013738425400774883
2,-250.0,579.5289982557297,3280.0,0.6891489880616357,0.1428800537032443,0.1053452375440474,0.009717002847851569,0.0002157091012034308,0.0019130258139889518,0.00022387902467003258
2,-297.5,697.3107440471649,3765.5,0.9000074031014907,0.3144125602710384,0.26277740222647084,0.026634685209488685,0.0017827433863917815,0.013730354634439041,-0.0013367711528221417
2,-290.5,678.340181350708,3626.5,0.7662764003417705,0.07915838722316032,0.2911849211703225,0.007283101361064636,0.00028845089402678944,0.0020230035739142145,-0.0001711348149925187
2,-278.5,653.5117553472519,3585.5,0.7067720350083931,0.07906832085153889,0.15667068337031564,0.007510729836938335,3.890858688231144e-05,0.0009968489734831485,-0.00025468735694120394
2,-262.5,605.7716394662857,3265.5,0.8058163213093102,0.25632265379988706,0.12328473922221644,0.012446039515959068,0.00044502033866678875,0.005998501902203614,-0.00019910420692110587
2,-297.0,685.9554045200348,3640.0,0.8632768805239017,0.06716285375807106,0.5711552962016223,0.024138983052493988,-0.002833957197611839,-0.005849833483427918,4.799483145656721e-05
2,-286.0,650.7005723714828,3305.0,0.8941593418135612,0.20942956951462913,0.34316961217991504,0.024513778436741573,0.0005638489025337508,0.00464087183411278,-0.0021765314096225904
2,-300.5,695.8548994064331,3952.5,0.7400095305093195,0.0005327376393946886,0.41563143973971617,0.010596478864266968,-0.00029809771754101824,-0.0002402597062677965,0.0006369209485360429
2,-287.5,639.8893909454346,3583.5,0.7941554373806173,0.14164194794555457,0.2698134554212628,0.014214420912587894,0.000772903347450834,0.005348842645641162,-0.00042134327222284043
2,-334.5,772.1391710042953,4073.5,0.9820653964490206,0.2520171376430569,0.46365889925027126,0.027394568687843533,0.0025312135407529936,0.012806033665401825,-0.0017678045380312664
2,-312.0,719.2691143751144,3818.0,0.8025250765683729,0.04321690174991733,0.36583885713479275,0.008501771849904693,-0.00047358308897665365,-0.0012615566021776316,2.302987440413784e-05
2,-316.5,735.3107446432114,4206.5,0.7119965191595192,0.03779207493856399,0.2358389240646571,0.00689353776778257,0.00027640672321743015,0.0010319123856641476,-2.9275532378986002e-05
2,-293.5,688.482315659523,3944.5,0.8615073130108764,0.272893378089468,0.3273105033145724,0.03557784605094247,0.0037748463171149407,0.018572821077101585,-0.0007004164771399853
